
========================================================================
RUN STARTED  2026-06-17 17:31:31
site_pipeline.py https://www.intel.com/content/www/us/en/research/quantum-computing.html
========================================================================

[17:31:31 +0s | intel_content_www_us_en_research_quantum_computing_html] === 0 crawl site ===
[17:31:34 +2s | intel_content_www_us_en_research_quantum_computing_html] [INIT].... → Crawl4AI 0.8.6 
[17:31:36 +5s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://www.intel.com/content/www/us/en/research/quantum-computing.html                              | ✓ | ⏱: 2.34s 
[17:36:58 +5m 27s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:36:58 +5m 27s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 14/23
[17:37:08 +5m 37s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:37:08 +5m 37s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 15/23
[17:37:17 +5m 45s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:37:17 +5m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 16/23
[17:37:22 +5m 50s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 17/23
[17:37:26 +5m 55s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 18/23
[17:37:36 +6m 5s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:37:36 +6m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 19/23
[17:37:45 +6m 14s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:37:45 +6m 14s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 20/23
[17:37:54 +6m 22s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:37:54 +6m 22s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 21/23
[17:38:00 +6m 29s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 22/23
[17:38:04 +6m 33s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://newsroom.intel.com (9/133), chunk 23/23
[17:38:28 +6m 57s | intel_content_www_us_en_research_quantum_computing_html] Reading page (10/133): https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html
[17:38:28 +6m 57s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 1/49
[17:38:50 +7m 19s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 2/49
[17:38:57 +7m 26s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 3/49
[17:39:03 +7m 32s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 4/49
[17:39:17 +7m 46s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 5/49
[17:39:34 +8m 2s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 6/49
[17:39:45 +8m 13s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:39:45 +8m 13s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 7/49
[17:39:56 +8m 25s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:39:56 +8m 25s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 8/49
[17:40:08 +8m 36s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:40:08 +8m 36s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 9/49
[17:40:14 +8m 43s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:40:14 +8m 43s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 10/49
[17:40:32 +9m 1s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:40:32 +9m 1s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 11/49
[17:40:40 +9m 9s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:40:40 +9m 9s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 12/49
[17:40:46 +9m 15s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:40:46 +9m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 13/49
[17:40:55 +9m 24s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:40:55 +9m 24s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 14/49
[17:41:03 +9m 32s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:03 +9m 32s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 15/49
[17:41:12 +9m 41s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:12 +9m 41s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 16/49
[17:41:19 +9m 48s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:19 +9m 48s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 17/49
[17:41:27 +9m 56s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:27 +9m 56s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 18/49
[17:41:39 +10m 8s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:39 +10m 8s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 19/49
[17:41:46 +10m 15s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:46 +10m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 20/49
[17:41:54 +10m 23s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:41:54 +10m 23s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 21/49
[17:42:04 +10m 32s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:04 +10m 32s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 22/49
[17:42:13 +10m 42s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:13 +10m 42s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 23/49
[17:42:21 +10m 49s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:21 +10m 49s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 24/49
[17:42:28 +10m 57s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:28 +10m 57s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 25/49
[17:42:36 +11m 5s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:36 +11m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 26/49
[17:42:44 +11m 12s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:44 +11m 12s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 27/49
[17:42:50 +11m 19s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:50 +11m 19s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 28/49
[17:42:58 +11m 27s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:42:58 +11m 27s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 29/49
[17:43:07 +11m 36s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:43:07 +11m 36s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 30/49
[17:43:17 +11m 45s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:43:17 +11m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 31/49
[17:43:24 +11m 53s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:43:24 +11m 53s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 32/49
[17:43:32 +12m 1s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:43:32 +12m 1s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 33/49
[17:43:40 +12m 9s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:43:40 +12m 9s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 34/49
[17:43:49 +12m 18s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:43:49 +12m 18s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 35/49
[17:44:00 +12m 29s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:00 +12m 29s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 36/49
[17:44:07 +12m 36s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:07 +12m 36s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 37/49
[17:44:17 +12m 45s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:17 +12m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 38/49
[17:44:24 +12m 52s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:24 +12m 52s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 39/49
[17:44:31 +13m 0s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:31 +13m 0s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 40/49
[17:44:38 +13m 6s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:38 +13m 6s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 41/49
[17:44:46 +13m 14s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:46 +13m 14s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 42/49
[17:44:55 +13m 24s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:44:55 +13m 24s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 43/49
[17:45:05 +13m 34s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:45:05 +13m 34s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 44/49
[17:45:11 +13m 40s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:45:11 +13m 40s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 45/49
[17:45:18 +13m 46s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:45:18 +13m 46s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 46/49
[17:45:25 +13m 54s | intel_content_www_us_en_research_quantum_computing_html] Repaired malformed JSON.
[17:45:25 +13m 54s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 47/49
[17:45:31 +13m 59s | intel_content_www_us_en_research_quantum_computing_html] Extracting: https://www.intel.com/content/www/us/en/newsroom/news/intels-cryoprober-quantum-research.html (10/133), chunk 48/49
