
========================================================================
RUN STARTED  2026-06-17 01:15:44
site_pipeline.py https://eleqtron.com/
========================================================================

[01:15:44 +0s | eleqtron] === 0 crawl site ===
[01:15:49 +2s | eleqtron] [INIT].... → Crawl4AI 0.8.6 
[01:15:52 +5s | eleqtron] [FETCH]... ↓ https://eleqtron.com/                                                                                | ✓ | ⏱: 2.49s 
[02:22:42 +1h 2m 13s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 1/12
[02:22:59 +1h 2m 30s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 2/12
[02:23:11 +1h 2m 40s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 3/12
[02:23:26 +1h 2m 55s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 4/12
[02:23:58 +1h 3m 24s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 5/12
[02:24:32 +1h 3m 56s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 6/12
[02:25:10 +1h 4m 31s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 7/12
[02:25:32 +1h 4m 51s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 8/12
[02:25:44 +1h 5m 2s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 9/12
[02:25:49 +1h 5m 8s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 10/12
[02:25:51 +1h 5m 9s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 11/12
[02:25:52 +1h 5m 11s | eleqtron] Extracting interactions: https://eleqtron.com/nxp-eleqtron-und-parityqc-zeigen-ersten-demonstrator-fuer-die-dlr-quantencomputing-initiative (24/53), chunk 12/12
[02:25:54 +1h 5m 12s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/software-engineer-python-control-software-m-w-d (25/53), chunk 6/10
[02:25:58 +1h 5m 17s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/software-engineer-python-control-software-m-w-d (25/53), chunk 7/10
[02:26:04 +1h 5m 20s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/software-engineer-python-control-software-m-w-d (25/53), chunk 9/10
[02:26:12 +1h 5m 27s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/software-engineer-python-control-software-m-w-d (25/53), chunk 10/10
[02:26:24 +1h 5m 39s | eleqtron] Extracting interactions: https://eleqtron.com/en/contact (26/53), chunk 2/7
[02:26:30 +1h 5m 46s | eleqtron] Extracting interactions: https://eleqtron.com/en/contact (26/53), chunk 3/7
[02:26:41 +1h 5m 54s | eleqtron] Extracting interactions: https://eleqtron.com/en/contact (26/53), chunk 4/7
[02:26:47 +1h 6m 0s | eleqtron] Extracting interactions: https://eleqtron.com/en/contact (26/53), chunk 6/7
[02:26:53 +1h 6m 6s | eleqtron] Extracting interactions: https://eleqtron.com/en/contact (26/53), chunk 7/7
[02:27:02 +1h 6m 15s | eleqtron] Extracting interactions: https://eleqtron.com/impressum (27/53), chunk 2/4
[02:27:07 +1h 6m 20s | eleqtron] Extracting interactions: https://eleqtron.com/impressum (27/53), chunk 3/4
[02:27:18 +1h 6m 29s | eleqtron] Extracting interactions: https://eleqtron.com/impressum (27/53), chunk 4/4
[02:27:31 +1h 6m 41s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 2/11
[02:27:35 +1h 6m 45s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 3/11
[02:27:39 +1h 6m 49s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 4/11
[02:27:49 +1h 6m 57s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 5/11
[02:28:06 +1h 7m 13s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 6/11
[02:28:15 +1h 7m 23s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 10/11
[02:28:27 +1h 7m 32s | eleqtron] Extracting interactions: https://eleqtron.com/en (28/53), chunk 11/11
[02:28:38 +1h 7m 43s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 3/11
[02:28:42 +1h 7m 47s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 4/11
[02:28:49 +1h 7m 54s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 5/11
[02:29:01 +1h 8m 3s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 6/11
[02:29:10 +1h 8m 12s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 9/11
[02:29:18 +1h 8m 21s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 10/11
[02:29:30 +1h 8m 32s | eleqtron] Extracting interactions: https://eleqtron.com/en/company (29/53), chunk 11/11
[02:29:40 +1h 8m 39s | eleqtron] Extracting interactions: https://eleqtron.com/kontakt (30/53), chunk 2/7
[02:29:44 +1h 8m 43s | eleqtron] Extracting interactions: https://eleqtron.com/kontakt (30/53), chunk 3/7
[02:29:53 +1h 8m 53s | eleqtron] Extracting interactions: https://eleqtron.com/kontakt (30/53), chunk 4/7
[02:29:57 +1h 8m 56s | eleqtron] Extracting interactions: https://eleqtron.com/kontakt (30/53), chunk 6/7
[02:30:09 +1h 9m 6s | eleqtron] Extracting interactions: https://eleqtron.com/kontakt (30/53), chunk 7/7
[02:30:23 +1h 9m 20s | eleqtron] Extracting interactions: https://eleqtron.com/produkt (31/53), chunk 2/12
[02:30:26 +1h 9m 23s | eleqtron] Extracting interactions: https://eleqtron.com/produkt (31/53), chunk 3/12
[02:30:30 +1h 9m 27s | eleqtron] Extracting interactions: https://eleqtron.com/produkt (31/53), chunk 11/12
[02:30:40 +1h 9m 37s | eleqtron] Extracting interactions: https://eleqtron.com/produkt (31/53), chunk 12/12
[02:30:53 +1h 9m 47s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 7/11
[02:30:55 +1h 9m 50s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 8/11
[02:30:59 +1h 9m 53s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 10/11
[02:31:07 +1h 10m 2s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/fpga-engineer-quantum-computing-m-w-d (32/53), chunk 11/11
[02:31:21 +1h 10m 13s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 2/15
[02:31:32 +1h 10m 24s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 3/15
[02:31:44 +1h 10m 36s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 4/15
[02:31:49 +1h 10m 41s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 5/15
[02:31:56 +1h 10m 45s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 6/15
[02:32:02 +1h 10m 51s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 7/15
[02:32:09 +1h 10m 58s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 11/15
[02:32:17 +1h 11m 6s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 12/15
[02:32:27 +1h 11m 14s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 14/15
[02:32:37 +1h 11m 24s | eleqtron] Extracting interactions: https://eleqtron.com/event/spring-school-2026 (33/53), chunk 15/15
[02:32:49 +1h 11m 35s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 2/10
[02:32:55 +1h 11m 42s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 3/10
[02:33:04 +1h 11m 48s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 4/10
[02:33:11 +1h 11m 56s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 5/10
[02:33:25 +1h 12m 10s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 6/10
[02:33:41 +1h 12m 23s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 7/10
[02:34:03 +1h 12m 44s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 8/10
[02:34:08 +1h 12m 50s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 9/10
[02:34:20 +1h 12m 59s | eleqtron] Extracting interactions: https://eleqtron.com/en/events (34/53), chunk 10/10
[02:34:29 +1h 13m 9s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 2/13
[02:34:35 +1h 13m 15s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 3/13
[02:34:50 +1h 13m 26s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 4/13
[02:35:04 +1h 13m 40s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 5/13
[02:35:16 +1h 13m 53s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 6/13
[02:35:37 +1h 14m 11s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 7/13
[02:35:45 +1h 14m 19s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 8/13
[02:35:51 +1h 14m 26s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 9/13
[02:35:59 +1h 14m 33s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 11/13
[02:36:01 +1h 14m 35s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 12/13
[02:36:16 +1h 14m 47s | eleqtron] Extracting interactions: https://eleqtron.com/quantencomputing-scale-up-eleqtron-schliesst-eine-der-weltweit-groessten-series-a-finanzierungen-ueber-57-mio-euro-ab (35/53), chunk 13/13
[02:36:17 +1h 14m 48s | eleqtron] Extracting interactions: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 5/9
[02:36:23 +1h 14m 54s | eleqtron] Extracting interactions: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 6/9
[02:36:29 +1h 15m 0s | eleqtron] Extracting interactions: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 8/9
[02:36:38 +1h 15m 8s | eleqtron] Extracting interactions: https://eleqtron.com/event/vivatech-2026 (36/53), chunk 9/9
[02:36:51 +1h 15m 19s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 2/8
[02:37:02 +1h 15m 30s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 3/8
[02:37:26 +1h 15m 52s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 4/8
[02:37:51 +1h 16m 17s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 5/8
[02:38:21 +1h 16m 44s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 6/8
[02:38:36 +1h 17m 0s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 7/8
[02:38:47 +1h 17m 9s | eleqtron] Extracting interactions: https://eleqtron.com/prof-dr-christof-wunderlich-scheidet-aus-operativem-geschaeft-aus (37/53), chunk 8/8
[02:39:04 +1h 17m 25s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 6/10
[02:39:07 +1h 17m 28s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 7/10
[02:39:10 +1h 17m 32s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 9/10
[02:39:17 +1h 17m 39s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/senior-optics-and-laser-engineer-m-w-d (38/53), chunk 10/10
[02:39:32 +1h 17m 51s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 2/11
[02:39:41 +1h 18m 1s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 3/11
[02:39:59 +1h 18m 17s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 4/11
[02:40:06 +1h 18m 23s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 5/11
[02:40:14 +1h 18m 31s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 8/11
[02:40:21 +1h 18m 39s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 9/11
[02:40:34 +1h 18m 49s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 10/11
[02:40:44 +1h 18m 59s | eleqtron] Extracting interactions: https://eleqtron.com/event/ein-past-event (39/53), chunk 11/11
[02:40:55 +1h 19m 10s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 6/10
[02:40:59 +1h 19m 14s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 7/10
[02:41:06 +1h 19m 19s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 9/10
[02:41:12 +1h 19m 25s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/hf-high-frequency-lab-engineer-m-w-d (41/53), chunk 10/10
[02:41:24 +1h 19m 37s | eleqtron] Extracting interactions: https://eleqtron.com (42/53), chunk 4/10
[02:41:27 +1h 19m 39s | eleqtron] Extracting interactions: https://eleqtron.com (42/53), chunk 5/10
[02:41:38 +1h 19m 49s | eleqtron] Extracting interactions: https://eleqtron.com (42/53), chunk 6/10
[02:41:49 +1h 19m 59s | eleqtron] Extracting interactions: https://eleqtron.com (42/53), chunk 7/10
[02:41:54 +1h 20m 4s | eleqtron] Extracting interactions: https://eleqtron.com (42/53), chunk 9/10
[02:42:02 +1h 20m 13s | eleqtron] Extracting interactions: https://eleqtron.com (42/53), chunk 10/10
[02:42:16 +1h 20m 24s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 7/8
[02:42:21 +1h 20m 30s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/hr-operations-manager-m-w-d (44/53), chunk 8/8
[02:42:32 +1h 20m 40s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 2/8
[02:42:49 +1h 20m 55s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 3/8
[02:43:09 +1h 21m 15s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 4/8
[02:43:36 +1h 21m 40s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 5/8
[02:43:42 +1h 21m 46s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 6/8
[02:43:47 +1h 21m 51s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 7/8
[02:43:54 +1h 21m 58s | eleqtron] Extracting interactions: https://eleqtron.com/en/prof-dr-christof-wunderlich-transitions-out-of-executive-operations (45/53), chunk 8/8
[02:44:06 +1h 22m 10s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 2/9
[02:44:15 +1h 22m 19s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 3/9
[02:44:23 +1h 22m 27s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 4/9
[02:44:40 +1h 22m 42s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 5/9
[02:44:48 +1h 22m 50s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 7/9
[02:44:55 +1h 22m 57s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 8/9
[02:45:04 +1h 23m 4s | eleqtron] Extracting interactions: https://eleqtron.com/en/eleqtron-is-shaping-the-software-future-of-quantum-computing-made-ingermany-with-fullstaqd-initiative (46/53), chunk 9/9
[02:45:12 +1h 23m 12s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 2/12
[02:45:18 +1h 23m 18s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 3/12
[02:45:31 +1h 23m 30s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 4/12
[02:45:49 +1h 23m 46s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 5/12
[02:46:09 +1h 24m 6s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 6/12
[02:46:25 +1h 24m 20s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 7/12
[02:46:31 +1h 24m 26s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 11/12
[02:46:52 +1h 24m 45s | eleqtron] Extracting interactions: https://eleqtron.com/events (48/53), chunk 12/12
[02:46:53 +1h 24m 46s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 5/9
[02:46:57 +1h 24m 50s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 6/9
[02:47:02 +1h 24m 55s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 8/9
[02:47:08 +1h 25m 1s | eleqtron] Extracting interactions: https://eleqtron.com/jobs/intern-quantum-applications-m-w-d (49/53), chunk 9/9
[02:47:20 +1h 25m 11s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 1/11
[02:47:24 +1h 25m 15s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 2/11
[02:47:28 +1h 25m 19s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 3/11
[02:47:36 +1h 25m 27s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 4/11
[02:47:48 +1h 25m 39s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 5/11
[02:47:56 +1h 25m 45s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 6/11
[02:48:12 +1h 26m 1s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 7/11
[02:48:17 +1h 26m 6s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 8/11
[02:48:20 +1h 26m 9s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 9/11
[02:48:31 +1h 26m 17s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 10/11
[02:48:41 +1h 26m 28s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-als-technology-pioneer-2025-vom-weltwirtschaftsforum-ausgezeichnet (50/53), chunk 11/11
[02:48:42 +1h 26m 29s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 2/10
[02:48:55 +1h 26m 41s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 3/10
[02:49:06 +1h 26m 50s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 4/10
[02:49:21 +1h 27m 5s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 5/10
[02:49:40 +1h 27m 21s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 6/10
[02:49:52 +1h 27m 34s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 8/10
[02:50:01 +1h 27m 42s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 9/10
[02:50:15 +1h 27m 54s | eleqtron] Extracting interactions: https://eleqtron.com/eleqtron-gestaltet-mit-der-fullstaqd-initiative-diesoftware-zukunft-des-quantencomputings-made-ingermany (51/53), chunk 10/10
[02:50:16 +1h 27m 55s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 2/10
[02:50:22 +1h 28m 1s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 3/10
[02:50:33 +1h 28m 12s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 4/10
[02:50:43 +1h 28m 22s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 5/10
[02:50:56 +1h 28m 32s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 6/10
[02:50:59 +1h 28m 35s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 8/10
[02:51:06 +1h 28m 43s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 9/10
[02:51:12 +1h 28m 49s | eleqtron] Extracting interactions: https://eleqtron.com/unternehmen (52/53), chunk 10/10
[02:51:24 +1h 28m 58s | eleqtron] Saved 3_interaction_results.json with 739 extracted interactions.

[02:51:24 +1h 28m 58s | eleqtron] === 4 clean interactions ===
[02:51:24 +1h 28m 58s | eleqtron] Saved 4_edges.json with 51 cleaned interactions.

[02:51:24 +1h 28m 58s | eleqtron] === 5 helix enrichment ===
[02:51:24 +1h 28m 58s | eleqtron] Wrote 5_nodes.json (67 actors)
[02:51:24 +1h 28m 58s | eleqtron] Wrote 5_edges.json (51 interactions)
[02:51:24 +1h 28m 58s | eleqtron] Actor helix counts: {'Academia': 11, 'Civil Society': 7, 'Government': 9, 'Industry': 20, 'Intermediary': 6, 'Unknown': 14}
[02:51:24 +1h 28m 58s | eleqtron] Functional-space counts: {'Consensus': 2, 'Innovation': 45, 'Intra-helix / Not classified': 1, 'Unknown': 3}

[02:51:24 +1h 28m 58s | eleqtron] === 6 network visualisation ===
[02:51:25 +1h 28m 59s | eleqtron] Wrote quantum_network.html
[02:51:25 +1h 28m 59s | eleqtron] Nodes: 67
[02:51:25 +1h 28m 59s | eleqtron] Edges: 19

[02:51:25 +1h 28m 59s | eleqtron] Done. Outputs written to: /home/lv/IDP/idpdeeptech/pipeline/site_outputs/eleqtron
[02:51:25 +1h 28m 59s | eleqtron] Log: /home/lv/IDP/idpdeeptech/pipeline/site_outputs/eleqtron/run.log

========================================================================
RUN FINISHED 2026-06-17 02:51:25  (OK)
Started:     2026-06-17 01:15:44
Elapsed:     1h 28m 59s
========================================================================
